Rank   ,Player                      ,P    ,W    ,D    ,L    ,  %      ,Teams
345.   ,Gilbert Wardley             ,1    ,1    ,0    ,0    ,100.00   ,ES
346.   ,Jock Lineen                 ,1    ,1    ,0    ,0    ,100.00   ,GE
347.   ,Steven Rode                 ,1    ,1    ,0    ,0    ,100.00   ,HW
348.   ,Bill Lyte                   ,1    ,1    ,0    ,0    ,100.00   ,ME
349.   ,Francis Lyon                ,1    ,1    ,0    ,0    ,100.00   ,ME
350.   ,Don Hutchins                ,1    ,1    ,0    ,0    ,100.00   ,FI
351.   ,Charlie Tuck                ,1    ,1    ,0    ,0    ,100.00   ,RI
352.   ,Billy James                 ,1    ,1    ,0    ,0    ,100.00   ,RI
353.   ,Syd Smith                   ,1    ,1    ,0    ,0    ,100.00   ,FI
354.   ,Bobby Russell               ,1    ,1    ,0    ,0    ,100.00   ,SK
355.   ,Leo Corbett                 ,1    ,1    ,0    ,0    ,100.00   ,SK
356.   ,Bill Clohesy                ,1    ,1    ,0    ,0    ,100.00   ,CA
357.   ,Mick Ryan                   ,1    ,1    ,0    ,0    ,100.00   ,SY
358.   ,Harrie Cross                ,1    ,1    ,0    ,0    ,100.00   ,CW
359.   ,Michael Clark               ,1    ,1    ,0    ,0    ,100.00   ,FR
360.   ,Robert White                ,1    ,1    ,0    ,0    ,100.00   ,CA
361.   ,Will Collopy                ,1    ,1    ,0    ,0    ,100.00   ,RI
362.   ,Arthur Whitling             ,1    ,1    ,0    ,0    ,100.00   ,CW
363.   ,Les Turner                  ,1    ,1    ,0    ,0    ,100.00   ,SY
364.   ,Gordon Burleigh             ,1    ,1    ,0    ,0    ,100.00   ,GE
365.   ,Bob Teasdale                ,1    ,1    ,0    ,0    ,100.00   ,FI
366.   ,Henry Elkington             ,1    ,1    ,0    ,0    ,100.00   ,ES
367.   ,Wal Rogers                  ,1    ,1    ,0    ,0    ,100.00   ,RI
368.   ,Clarrie Roberts             ,1    ,1    ,0    ,0    ,100.00   ,SK
369.   ,George McDonald             ,1    ,1    ,0    ,0    ,100.00   ,SK
370.   ,Vern Couttie                ,1    ,1    ,0    ,0    ,100.00   ,SK
371.   ,Roland Lynch                ,1    ,1    ,0    ,0    ,100.00   ,FI
372.   ,Bertie Wilson               ,1    ,1    ,0    ,0    ,100.00   ,ES
373.   ,Marshall Caffyn             ,1    ,1    ,0    ,0    ,100.00   ,SY
374.   ,Arthur Maskell              ,1    ,1    ,0    ,0    ,100.00   ,ME
375.   ,John Gunter                 ,1    ,1    ,0    ,0    ,100.00   ,CA
376.   ,Alby Sheehan                ,1    ,1    ,0    ,0    ,100.00   ,FI
377.   ,Edgar Masters               ,1    ,1    ,0    ,0    ,100.00   ,ES
378.   ,Jimmy Jones                 ,1    ,1    ,0    ,0    ,100.00   ,ES
379.   ,Ben Main                    ,1    ,1    ,0    ,0    ,100.00   ,SY
380.   ,Ernie George                ,1    ,1    ,0    ,0    ,100.00   ,SY
381.   ,Jimmy Nolan                 ,1    ,1    ,0    ,0    ,100.00   ,ME
382.   ,Bill McKeone                ,1    ,1    ,0    ,0    ,100.00   ,ME
383.   ,Ned Harper                  ,1    ,1    ,0    ,0    ,100.00   ,CW
384.   ,Roy Crisp                   ,1    ,1    ,0    ,0    ,100.00   ,CW
385.   ,Christy Gorman              ,1    ,1    ,0    ,0    ,100.00   ,GE
386.   ,Val Crawley                 ,1    ,1    ,0    ,0    ,100.00   ,ES
387.   ,Ray Ritchie                 ,1    ,1    ,0    ,0    ,100.00   ,CA
388.   ,Bernie Brophy               ,1    ,1    ,0    ,0    ,100.00   ,FI
389.   ,Hugh Boyd                   ,1    ,1    ,0    ,0    ,100.00   ,UN
390.   ,Hurtle Rice                 ,1    ,1    ,0    ,0    ,100.00   ,ES
391.   ,Rupert Cooper               ,1    ,1    ,0    ,0    ,100.00   ,ES
392.   ,Jack Richardson             ,1    ,1    ,0    ,0    ,100.00   ,SY
393.   ,Herbert Moore               ,1    ,1    ,0    ,0    ,100.00   ,SY
394.   ,George Ward                 ,1    ,1    ,0    ,0    ,100.00   ,RI
395.   ,Jeff Riley                  ,1    ,1    ,0    ,0    ,100.00   ,SK
396.   ,George Oliver               ,1    ,1    ,0    ,0    ,100.00   ,ME
397.   ,Billy McBean                ,1    ,1    ,0    ,0    ,100.00   ,ME
398.   ,Con Doherty                 ,1    ,1    ,0    ,0    ,100.00   ,ME
399.   ,Harry Lees                  ,1    ,1    ,0    ,0    ,100.00   ,CW
400.   ,Bill Carmody                ,1    ,1    ,0    ,0    ,100.00   ,CA
401.   ,Tom Norton                  ,1    ,1    ,0    ,0    ,100.00   ,FI
402.   ,Bill Campbell               ,1    ,1    ,0    ,0    ,100.00   ,FI
403.   ,Jim Campbell                ,1    ,1    ,0    ,0    ,100.00   ,ES
404.   ,Fred Anderson               ,1    ,1    ,0    ,0    ,100.00   ,ES
405.   ,Bob Cromie                  ,1    ,1    ,0    ,0    ,100.00   ,SK
406.   ,Ernie Abbott                ,1    ,1    ,0    ,0    ,100.00   ,SK
407.   ,Alf Wheeler                 ,1    ,1    ,0    ,0    ,100.00   ,CA
408.   ,Charles Bolton              ,1    ,1    ,0    ,0    ,100.00   ,ES
409.   ,John Gilding                ,1    ,1    ,0    ,0    ,100.00   ,SK
410.   ,William Harry               ,1    ,1    ,0    ,0    ,100.00   ,CA
411.   ,Harvey Gibson               ,1    ,1    ,0    ,0    ,100.00   ,CA
412.   ,Michael Clark               ,1    ,1    ,0    ,0    ,100.00   ,ME
413.   ,Norman Davison              ,1    ,1    ,0    ,0    ,100.00   ,GE
414.   ,Lou Jacobs                  ,1    ,1    ,0    ,0    ,100.00   ,FI
415.   ,Gordon Ross-Soden           ,1    ,1    ,0    ,0    ,100.00   ,ES
416.   ,Bert Numa                   ,1    ,1    ,0    ,0    ,100.00   ,ES
417.   ,Tom Pettit                  ,1    ,1    ,0    ,0    ,100.00   ,SY
418.   ,Bill Clarke                 ,1    ,1    ,0    ,0    ,100.00   ,SY
419.   ,Ned OConnor                 ,1    ,1    ,0    ,0    ,100.00   ,SK
420.   ,Arthur Gerrard              ,1    ,1    ,0    ,0    ,100.00   ,SK
421.   ,Ted Edwards                 ,1    ,1    ,0    ,0    ,100.00   ,SK
422.   ,Bill Brown                  ,1    ,1    ,0    ,0    ,100.00   ,GE
423.   ,John Everard                ,1    ,1    ,0    ,0    ,100.00   ,ES
424.   ,Harry Bromley               ,1    ,1    ,0    ,0    ,100.00   ,SY
425.   ,Sam Marron                  ,1    ,1    ,0    ,0    ,100.00   ,CA
426.   ,Jimmy Gaynor                ,1    ,1    ,0    ,0    ,100.00   ,CA
427.   ,Peter McMurrich             ,1    ,1    ,0    ,0    ,100.00   ,GE
428.   ,Con Hogan                   ,1    ,1    ,0    ,0    ,100.00   ,SY
429.   ,Tom Hawkins                 ,1    ,1    ,0    ,0    ,100.00   ,SY
430.   ,Jim Marshall                ,1    ,1    ,0    ,0    ,100.00   ,SK
431.   ,Percy Wilmot                ,1    ,1    ,0    ,0    ,100.00   ,CW
432.   ,Jim McKean                  ,1    ,1    ,0    ,0    ,100.00   ,CW
433.   ,Jim Blair                   ,1    ,1    ,0    ,0    ,100.00   ,CW
434.   ,John Stephenson             ,1    ,1    ,0    ,0    ,100.00   ,CA
435.   ,Billy Orr                   ,1    ,1    ,0    ,0    ,100.00   ,CA
436.   ,Stan Wayth                  ,1    ,1    ,0    ,0    ,100.00   ,GE
437.   ,Chris Richards              ,1    ,1    ,0    ,0    ,100.00   ,SY
438.   ,Pat McNulty                 ,1    ,1    ,0    ,0    ,100.00   ,CA
439.   ,Herb Hainsworth             ,1    ,1    ,0    ,0    ,100.00   ,CA
440.   ,George Kruse                ,1    ,1    ,0    ,0    ,100.00   ,FI
441.   ,Henry Alder                 ,1    ,1    ,0    ,0    ,100.00   ,FI
442.   ,Bill Webb                   ,1    ,1    ,0    ,0    ,100.00   ,ES
443.   ,John Fogarty                ,1    ,1    ,0    ,0    ,100.00   ,SY
444.   ,Jim Byrne                   ,1    ,1    ,0    ,0    ,100.00   ,ME
445.   ,George Blundell             ,1    ,1    ,0    ,0    ,100.00   ,CW
446.   ,Jimmy Robinson              ,1    ,1    ,0    ,0    ,100.00   ,CA
447.   ,George Saxbee               ,1    ,1    ,0    ,0    ,100.00   ,GE
448.   ,George Palmer               ,1    ,1    ,0    ,0    ,100.00   ,GE
449.   ,Ed Garlick                  ,1    ,1    ,0    ,0    ,100.00   ,ME
450.   ,Harold De Gruchy            ,1    ,1    ,0    ,0    ,100.00   ,ME
451.   ,Charles Langtree            ,1    ,1    ,0    ,0    ,100.00   ,CW
452.   ,Bob Carmichael              ,1    ,1    ,0    ,0    ,100.00   ,CW
453.   ,Robert Stanlake             ,1    ,1    ,0    ,0    ,100.00   ,GE
454.   ,James Gatehouse             ,1    ,1    ,0    ,0    ,100.00   ,GE
455.   ,Bill De Gruchy              ,1    ,1    ,0    ,0    ,100.00   ,GE
456.   ,Harold Collocott            ,1    ,1    ,0    ,0    ,100.00   ,GE
457.   ,Dave McGrath                ,1    ,1    ,0    ,0    ,100.00   ,FI
458.   ,Victor Rapp                 ,1    ,1    ,0    ,0    ,100.00   ,CA
459.   ,Pat ODonnell                ,1    ,1    ,0    ,0    ,100.00   ,GE
460.   ,Arthur Nickless             ,1    ,1    ,0    ,0    ,100.00   ,SY
461.   ,Joe Lowrey                  ,1    ,1    ,0    ,0    ,100.00   ,SY
462.   ,Bernie Fritsch              ,1    ,1    ,0    ,0    ,100.00   ,SY
463.   ,Fred Barlow                 ,1    ,1    ,0    ,0    ,100.00   ,CA
464.   ,Bill Robertson              ,1    ,1    ,0    ,0    ,100.00   ,GE
465.   ,Ernest Anderson             ,1    ,1    ,0    ,0    ,100.00   ,GE
466.   ,Horrie Stewart              ,1    ,1    ,0    ,0    ,100.00   ,ES
467.   ,Dave Currie                 ,1    ,1    ,0    ,0    ,100.00   ,ES
468.   ,George Taylor               ,1    ,1    ,0    ,0    ,100.00   ,SY
469.   ,Dick Poole                  ,1    ,1    ,0    ,0    ,100.00   ,CW
470.   ,Herb Johnson                ,1    ,1    ,0    ,0    ,100.00   ,CW
471.   ,Henry Yager                 ,1    ,1    ,0    ,0    ,100.00   ,FI
472.   ,Jim White                   ,1    ,1    ,0    ,0    ,100.00   ,ES
473.   ,Bob McCormick               ,1    ,1    ,0    ,0    ,100.00   ,ES
474.   ,Johnny Graham               ,1    ,1    ,0    ,0    ,100.00   ,ES
475.   ,Alb Thomas                  ,1    ,1    ,0    ,0    ,100.00   ,SY
476.   ,Jim McCoy                   ,1    ,1    ,0    ,0    ,100.00   ,ME
477.   ,Walter Lyon                 ,1    ,1    ,0    ,0    ,100.00   ,ME
478.   ,Arthur Kirk                 ,1    ,1    ,0    ,0    ,100.00   ,ME
479.   ,Leigh Ryswyk                ,1    ,1    ,0    ,0    ,100.00   ,BL
480.   ,Tim Walsh                   ,1    ,1    ,0    ,0    ,100.00   ,WB
481.   ,Bradley Campbell            ,1    ,1    ,0    ,0    ,100.00   ,ME
482.   ,Justin Crow                 ,1    ,1    ,0    ,0    ,100.00   ,CW
483.   ,Luke Shackleton             ,1    ,1    ,0    ,0    ,100.00   ,CW
484.   ,Leigh Capsalis              ,1    ,1    ,0    ,0    ,100.00   ,SK
485.   ,Tom Davidson                ,1    ,1    ,0    ,0    ,100.00   ,CW
486.   ,Matthew Watson              ,1    ,1    ,0    ,0    ,100.00   ,ES
487.   ,Shane McGrath               ,1    ,1    ,0    ,0    ,100.00   ,HW
488.   ,Len Coffey                  ,1    ,1    ,0    ,0    ,100.00   ,SY
489.   ,Dwayne Griffin              ,1    ,1    ,0    ,0    ,100.00   ,CW
490.   ,Jim Taylor                  ,1    ,1    ,0    ,0    ,100.00   ,ES
491.   ,Sam Smart                   ,1    ,1    ,0    ,0    ,100.00   ,CA
492.   ,Andrew Balkwill             ,1    ,1    ,0    ,0    ,100.00   ,CA
493.   ,Peter Green                 ,1    ,1    ,0    ,0    ,100.00   ,CA
494.   ,Luke Lowden                 ,1    ,1    ,0    ,0    ,100.00   ,HW
495.   ,Derick Wanganeen            ,1    ,1    ,0    ,0    ,100.00   ,HW
496.   ,Tim McIntyre                ,1    ,1    ,0    ,0    ,100.00   ,AD
497.   ,Darren Bradshaw             ,1    ,1    ,0    ,0    ,100.00   ,BL
498.   ,Luke Pratt                  ,1    ,1    ,0    ,0    ,100.00   ,FR
499.   ,Ken Hall                    ,1    ,1    ,0    ,0    ,100.00   ,ES
500.   ,Clayton Collard             ,1    ,1    ,0    ,0    ,100.00   ,FR
501.   ,John Cuzzupe                ,1    ,1    ,0    ,0    ,100.00   ,WB
502.   ,Darron Wilkinson            ,1    ,1    ,0    ,0    ,100.00   ,FI
503.   ,Christian Lister            ,1    ,1    ,0    ,0    ,100.00   ,SK
504.   ,Shane Cable                 ,1    ,1    ,0    ,0    ,100.00   ,WC
505.   ,Steven Newman               ,1    ,1    ,0    ,0    ,100.00   ,FI
506.   ,Greg Faull                  ,1    ,1    ,0    ,0    ,100.00   ,CW
507.   ,Paul McLean                 ,1    ,1    ,0    ,0    ,100.00   ,FI
508.   ,Paul Mifka                  ,1    ,1    ,0    ,0    ,100.00   ,WC
509.   ,Sean King                   ,1    ,1    ,0    ,0    ,100.00   ,WC
510.   ,Sandy Hyslop                ,1    ,1    ,0    ,0    ,100.00   ,CW
511.   ,Robert Evans                ,1    ,1    ,0    ,0    ,100.00   ,WB
512.   ,Graham Jones                ,1    ,1    ,0    ,0    ,100.00   ,SY
513.   ,Robert Caprioli             ,1    ,1    ,0    ,0    ,100.00   ,SY
514.   ,Gerard Toohey               ,1    ,1    ,0    ,0    ,100.00   ,GE
515.   ,Scott Morphett              ,1    ,1    ,0    ,0    ,100.00   ,GE
516.   ,Tony Spassopoulos           ,1    ,1    ,0    ,0    ,100.00   ,FI
517.   ,John Riley                  ,1    ,1    ,0    ,0    ,100.00   ,WB
518.   ,Ross Fisher                 ,1    ,1    ,0    ,0    ,100.00   ,ME
519.   ,Brett Cooper                ,1    ,1    ,0    ,0    ,100.00   ,CW
520.   ,Daryl Gilmore               ,1    ,1    ,0    ,0    ,100.00   ,CA
521.   ,Stephen Richardson          ,1    ,1    ,0    ,0    ,100.00   ,ES
522.   ,Trevor Castles              ,1    ,1    ,0    ,0    ,100.00   ,ME
523.   ,Danny Murphy                ,1    ,1    ,0    ,0    ,100.00   ,NM
524.   ,Andy Demetriou              ,1    ,1    ,0    ,0    ,100.00   ,SY
525.   ,David Henry                 ,1    ,1    ,0    ,0    ,100.00   ,RI
526.   ,Ray Saltmarsh               ,1    ,1    ,0    ,0    ,100.00   ,CW
527.   ,Wayne Deledio               ,1    ,1    ,0    ,0    ,100.00   ,CA
528.   ,David Scott                 ,1    ,1    ,0    ,0    ,100.00   ,GE
529.   ,John Lorenzini              ,1    ,1    ,0    ,0    ,100.00   ,FI
530.   ,Bill Cannon                 ,1    ,1    ,0    ,0    ,100.00   ,SK
531.   ,Barry Ough                  ,1    ,1    ,0    ,0    ,100.00   ,ME
532.   ,Paul Reinmuth               ,1    ,1    ,0    ,0    ,100.00   ,HW
533.   ,Lou Milner                  ,1    ,1    ,0    ,0    ,100.00   ,HW
534.   ,Daryl Collins               ,1    ,1    ,0    ,0    ,100.00   ,WB
535.   ,Peter Taylor                ,1    ,1    ,0    ,0    ,100.00   ,NM
536.   ,Graham Middleton            ,1    ,1    ,0    ,0    ,100.00   ,ES
537.   ,John White                  ,1    ,1    ,0    ,0    ,100.00   ,NM
538.   ,David Craig                 ,1    ,1    ,0    ,0    ,100.00   ,NM
539.   ,Terry Fitzgerald            ,1    ,1    ,0    ,0    ,100.00   ,HW
540.   ,Bob Fox                     ,1    ,1    ,0    ,0    ,100.00   ,WB
541.   ,Denis OBrien                ,1    ,1    ,0    ,0    ,100.00   ,CW
542.   ,Daryl Gutterson             ,1    ,1    ,0    ,0    ,100.00   ,CA
543.   ,Michael Nunan               ,1    ,1    ,0    ,0    ,100.00   ,RI
544.   ,Bill Gehling                ,1    ,1    ,0    ,0    ,100.00   ,RI
545.   ,Bruce Outtram               ,1    ,1    ,0    ,0    ,100.00   ,CW
546.   ,Bruce Greenhill             ,1    ,1    ,0    ,0    ,100.00   ,WB
547.   ,John Hartree                ,1    ,1    ,0    ,0    ,100.00   ,SY
548.   ,Gerald OLoughlin            ,1    ,1    ,0    ,0    ,100.00   ,GE
549.   ,Vic Papp                    ,1    ,1    ,0    ,0    ,100.00   ,ES
550.   ,Ian Crowley                 ,1    ,1    ,0    ,0    ,100.00   ,ES
551.   ,John Noack                  ,1    ,1    ,0    ,0    ,100.00   ,GE
552.   ,Paul Kennelly               ,1    ,1    ,0    ,0    ,100.00   ,SY
553.   ,David Jacks                 ,1    ,1    ,0    ,0    ,100.00   ,RI
554.   ,Max Ballantyne              ,1    ,1    ,0    ,0    ,100.00   ,CW
555.   ,Graham Croft                ,1    ,1    ,0    ,0    ,100.00   ,SK
556.   ,John OKeeffe                ,1    ,1    ,0    ,0    ,100.00   ,FI
557.   ,Brian Parker                ,1    ,1    ,0    ,0    ,100.00   ,SY
558.   ,Robin Andrew                ,1    ,1    ,0    ,0    ,100.00   ,ME
559.   ,Bruce Bentley               ,1    ,1    ,0    ,0    ,100.00   ,CA
560.   ,Ted Collings                ,1    ,1    ,0    ,0    ,100.00   ,SY
561.   ,Graham Bamford              ,1    ,1    ,0    ,0    ,100.00   ,RI
562.   ,Ron Birch                   ,1    ,1    ,0    ,0    ,100.00   ,WB
563.   ,Max Reed                    ,1    ,1    ,0    ,0    ,100.00   ,SK
564.   ,John Edwards                ,1    ,1    ,0    ,0    ,100.00   ,WB
565.   ,Murray Clapham              ,1    ,1    ,0    ,0    ,100.00   ,NM
566.   ,Brian Holcombe              ,1    ,1    ,0    ,0    ,100.00   ,CA
567.   ,Wayne Athorne               ,1    ,1    ,0    ,0    ,100.00   ,HW
568.   ,Alby Ingleman               ,21   ,20   ,0    ,1    ,95.24    ,CA
569.   ,Angus Litherland            ,18   ,17   ,0    ,1    ,94.44    ,HW
570.   ,Les Laver                   ,8    ,7    ,1    ,0    ,93.75    ,GE
571.   ,Jim Graham                  ,15   ,14   ,0    ,1    ,93.33    ,SY
572.   ,Charlie Wolfe               ,6    ,5    ,1    ,0    ,91.67    ,SY
573.   ,Archie Sykes                ,11   ,10   ,0    ,1    ,90.91    ,ES
574.   ,Graeme Reichman             ,11   ,10   ,0    ,1    ,90.91    ,CW
575.   ,Con McCormack               ,31   ,28   ,0    ,3    ,90.32    ,CW
576.   ,Frank Davies                ,30   ,27   ,0    ,3    ,90.00    ,SY
577.   ,Les Reed                    ,25   ,22   ,1    ,2    ,90.00    ,GE
578.   ,Vic Fisher                  ,25   ,22   ,1    ,2    ,90.00    ,ES
579.   ,Lyal Keighran               ,10   ,9    ,0    ,1    ,90.00    ,SY
580.   ,Pat Davey                   ,10   ,9    ,0    ,1    ,90.00    ,RI
581.   ,Bob Ross                    ,10   ,9    ,0    ,1    ,90.00    ,CW
582.   ,Frank Mercovich             ,10   ,9    ,0    ,1    ,90.00    ,CA
583.   ,Johnny Power                ,10   ,9    ,0    ,1    ,90.00    ,FI
584.   ,Michael Johnston            ,10   ,9    ,0    ,1    ,90.00    ,HW/WB
585.   ,Ron McKenzie                ,5    ,4    ,1    ,0    ,90.00    ,CW/ME
586.   ,Sid Smith                   ,23   ,20   ,1    ,2    ,89.13    ,GE
587.   ,Albert Lauder               ,36   ,32   ,0    ,4    ,88.89    ,CW
588.   ,Lou Gatti                   ,9    ,8    ,0    ,1    ,88.89    ,SY/SK
589.   ,George Hutchinson           ,9    ,8    ,0    ,1    ,88.89    ,FI
590.   ,Jarrad Sundqvist            ,9    ,8    ,0    ,1    ,88.89    ,SY
591.   ,Norm MacLeod                ,58   ,51   ,1    ,6    ,88.79    ,CW
592.   ,Steve Hywood                ,13   ,11   ,1    ,1    ,88.46    ,RI
593.   ,Les Beck                    ,60   ,53   ,0    ,7    ,88.33    ,CA
594.   ,Roy McEachen                ,17   ,15   ,0    ,2    ,88.24    ,SY
595.   ,Bill Sneazwell              ,20   ,17   ,1    ,2    ,87.50    ,CW
596.   ,Bill Cook                   ,16   ,14   ,0    ,2    ,87.50    ,CA
597.   ,Bert Barling                ,16   ,14   ,0    ,2    ,87.50    ,GE
598.   ,Dick Wittmann               ,12   ,10   ,1    ,1    ,87.50    ,CA
599.   ,Noel Baker                  ,8    ,7    ,0    ,1    ,87.50    ,ME
600.   ,Tom Leehane                 ,8    ,7    ,0    ,1    ,87.50    ,CA/ES
601.   ,Stan Heal                   ,8    ,7    ,0    ,1    ,87.50    ,ME
602.   ,Ernie Kelly                 ,8    ,7    ,0    ,1    ,87.50    ,CA
603.   ,Ike Little                  ,8    ,7    ,0    ,1    ,87.50    ,CA
604.   ,Taylor Garner               ,8    ,7    ,0    ,1    ,87.50    ,NM
605.   ,Tom Ledger                  ,8    ,7    ,0    ,1    ,87.50    ,SK
606.   ,Pat Patterson               ,8    ,7    ,0    ,1    ,87.50    ,GE
607.   ,Trevor Fletcher             ,4    ,3    ,1    ,0    ,87.50    ,CA
